1	1	2699.98	2699.99
2	0.999999	2699.98	2699.99
500	0.999994	2699.97	2699.99
1000	0.999994	2699.97	2699.99
1500	0.999994	2699.97	2699.99
2000	0.999994	2699.97	2699.99
2500	0.999994	2699.97	2699.99
3000	0.999994	2699.97	2699.99
3500	0.999994	2699.97	2699.99
4000	0.999994	2699.97	2699.99
4500	0.999994	2699.97	2699.99
5000	0.999994	2699.97	2699.99
5500	0.999994	2699.97	2699.99
6000	0.999994	2699.97	2699.99
6500	0.999993	2699.97	2699.99
7000	0.999993	2699.97	2699.99
7500	0.999993	2699.97	2699.99
8000	0.999993	2699.97	2699.99
8500	0.999993	2699.97	2699.99
9000	0.999993	2699.97	2699.99
9500	0.999993	2699.97	2699.99
10000	0.999993	2699.97	2699.99
10500	0.999993	2699.97	2699.99
11000	0.999993	2699.97	2699.99
11500	0.999993	2699.97	2699.99
12000	0.999993	2699.97	2699.99
12500	0.999993	2699.97	2699.99
13000	0.999993	2699.97	2699.99
13500	0.999993	2699.97	2699.99
14000	0.999993	2699.97	2699.99
14500	0.999993	2699.97	2699.99
15000	0.999993	2699.97	2699.99
15500	0.999993	2699.97	2699.99
16000	0.999993	2699.97	2699.99
16500	0.999993	2699.97	2699.99
17000	0.999993	2699.97	2699.99
17500	0.999993	2699.97	2699.99
18000	0.999993	2699.97	2699.99
18500	0.999993	2699.97	2699.99
19000	0.999993	2699.97	2699.99
19500	0.999993	2699.97	2699.99
20000	0.999993	2699.97	2699.99
20500	0.999993	2699.97	2699.99
21000	0.999993	2699.97	2699.99
21500	0.999993	2699.97	2699.99
22000	0.999993	2699.97	2699.99
22500	0.999993	2699.97	2699.99
23000	0.999993	2699.97	2699.99
23500	0.999993	2699.97	2699.99
24000	0.999993	2699.97	2699.99
24500	0.999993	2699.97	2699.99
25000	0.999993	2699.97	2699.99
