0 2.58663e-307 7.30186 120.357 0 0 0 0
1 0.153308 7.30193 120.204 0 0 0 0
2 0.611944 7.30215 119.745 0 0 0 0
500 0.417365 23.3477 3.17874 0 0 0 0
1000 0.176488 22.0259 5.02064 0 0 0 0
1500 0.594408 22.5669 4.11298 0 0 0 0
2000 0.39609 24.0394 2.82226 0 0 0 0
2500 0.315014 24.273 2.64933 0 0 0 0
3000 0.360864 22.0273 4.89489 0 0 0 0
3500 0.643637 23.4748 3.24832 0 0 0 0
4000 0.385146 24.137 2.74572 0 0 0 0
4500 0.679331 23.3245 3.36784 0 0 0 0
5000 0.362268 23.3494 3.55961 0 0 0 0
5500 0.477032 22.1717 4.72585 0 0 0 0
6000 0.707739 24.2729 2.3724 0 0 0 0
6500 0.787878 23.7822 2.87189 0 0 0 0
7000 0.346716 21.8031 5.15932 0 0 0 0
7500 0.796254 24.7571 1.91573 0 0 0 0
8000 0.538353 23.6982 3.10029 0 0 0 0
8500 0.837111 22.5337 4.06535 0 0 0 0
9000 0.673137 23.7096 2.97131 0 0 0 0
9500 0.604764 22.7312 4.10833 0 0 0 0
10000 0.595986 23.6789 3.06266 0 0 0 0
10500 0.83064 23.1171 3.48186 0 0 0 0
11000 0.714529 23.0303 3.63348 0 0 0 0
11500 0.480686 23.843 3.01186 0 0 0 0
12000 0.582512 22.9907 3.81279 0 0 0 0
12500 0.622985 23.7012 3.03866 0 0 0 0
13000 0.72086 21.8736 4.76174 0 0 0 0
13500 0.470208 22.8282 4.03524 0 0 0 0
14000 0.459568 24.5966 2.31729 0 0 0 0
14500 0.609186 21.1599 5.53097 0 0 0 0
15000 0.637117 23.4326 3.35503 0 0 0 0
15500 0.468887 24.7874 2.05598 0 0 0 0
16000 0.567222 21.3389 5.42682 0 0 0 0
16500 0.360603 23.3359 3.64442 0 0 0 0
17000 0.556108 23.4064 3.38078 0 0 0 0
17500 0.696649 22.2175 4.42205 0 0 0 0
18000 0.311741 23.0809 3.92921 0 0 0 0
18500 0.442012 22.683 4.21828 0 0 0 0
19000 0.585305 23.862 2.86248 0 0 0 0
19500 0.509268 22.7159 4.16399 0 0 0 0
20000 0.464327 22.3468 4.48154 0 0 0 0
20500 0.588708 23.5239 3.24698 0 0 0 0
21000 0.299969 22.1252 4.88441 0 0 0 0
21500 0.478974 22.7853 4.06745 0 0 0 0
22000 0.807134 22.4937 4.08049 0 0 0 0
22500 0.236414 22.6775 4.38767 0 0 0 0
23000 0.43968 24.2456 2.65744 0 0 0 0
23500 0.668951 21.6012 5.06369 0 0 0 0
24000 0.449755 22.9871 3.93036 0 0 0 0
24500 0.575197 24.2727 2.47764 0 0 0 0
25000 0.500522 20.9897 5.87409 0 0 0 0
